id	rate
45083	863
45085	600
45087	120
45089	101
45091	1104
46003	7
46005	223
46007	7
46009	63
46011	691
46013	344
46015	54
46017	5
46019	71
46021	2
46023	83
46025	6
46027	294
46029	170
46031	19
46033	61
46035	244
46037	59
46039	35
46041	72
46043	11
46045	62
46047	40
46049	12
46051	35
46053	23
46055	16
46057	38
46059	16
46061	43
46063	11
46065	140
46067	100
46069	12
46071	0
46073	7
46075	0
46077	24
46079	42
46081	277
46083	215
46085	14
46087	15
46089	51
46091	6
46093	257
46095	3
46097	16
46099	1620
46101	50
46103	711
46105	29
46107	17
46109	70
46111	12
46113	68
46115	59
46117	17
46119	3
46121	41
46123	37
46125	63
46127	96
46129	5
46135	133
46137	24
47001	509
47003	104
47005	155
47007	46
47009	480
47011	890
47013	181
47015	100
47017	131
47019	291
47021	207
47023	93
47025	210
47027	8
47029	72
47031	203
47033	23
47035	242
47037	4167
47039	15
47041	39
47043	173
47045	222
47047	150
47049	50
47051	159
47053	159
47055	72
47057	51
47059	222
47061	13
47063	486
47065	1937
47067	43
47069	81
47071	70
47073	95
47075	102
47077	89
47079	106
47081	82
47083	56
47085	29
47087	35
47089	135
47091	20
47093	2281
47095	17
47097	72
47099	204
47101	3
47103	64
47105	152
47107	87
47109	112
47111	81
47113	565
47115	69
47117	238
47119	309
47121	37
47123	124
47125	852
47127	38
47129	171
47131	128
47133	46
47135	24
47137	14
47139	8
47141	185
47143	108
47145	220
47147	277
47149	1404
47151	111
47153	49
47155	365
47157	4474
47159	60
47161	206
47163	477
47165	601
47167	235
47169	49
47171	137
47173	53
47175	66
47177	143
47179	840
47181	13
47183	161
47185	112
47187	904
47189	460
48001	144
48003	137
48005	711
48007	138
48009	28
48011	11
48013	117
48015	229
48017	25
48019	53
48021	470
48023	20
48025	168
48027	2236
48029	11199
48031	72
48033	4
48035	71
48037	713
48039	2495
48041	2618
48043	171
48045	1
48047	0
48049	177
48051	96
48053	200
48055	172
48057	66
48059	34
48061	3051
48063	42
48065	50
48067	165
48069	47
48071	231
48073	289
48075	15
48077	35
48079	21
48081	12
48083	16
48085	7030
48087	29
48089	86
48091	854
48093	90
48095	0
48097	187
48099	373
48101	12
48103	21
48105	37
48107	74
48109	69
48111	341
48113	16594
48115	101
48117	59
48119	5
48121	4475
48123	118
48125	12
48127	60
48129	35
48131	58
48133	56
48135	447
48137	65
48139	490
48141	9239
48143	150
48145	101
48147	154
48149	279
48151	36
48153	0
48155	0
48157	2590
48159	39
48161	58
48163	186
48165	184
48167	4464
48169	15
48171	153
48173	4
48175	27
48177	72
48179	76
48181	729
48183	1329
48185	141
48187	740
48189	135
48191	17
48193	27
48195	70
48197	70
48199	324
48201	37592
48203	272
48205	45
48207	12
48209	729
48211	42
48213	171
48215	11799
48217	188
48219	86
48221	181
48223	164
48225	157
48227	254
48229	58
48231	504
48233	163
48235	25
48237	61
48239	24
48241	239
48243	23
48245	1314
48247	30
48249	313
48251	971
48253	118
48255	51
48257	390
48259	131
48261	0
48263	3
48265	264
48267	14
48269	0
48271	17
48273	261
48275	33
48277	449
48279	70
48281	176
48283	68
48285	37
48287	120
48289	92
48291	356
48293	134
48295	83
48297	256
48299	169
48301	0
48303	1511
48305	15
48307	55
48309	825
48311	5
48313	113
48315	53
48317	22
48319	50
48321	131
48323	765
48325	214
48327	27
48329	689
48331	456
48333	8
48335	61
48337	147
48339	2993
48341	235
48343	37
48345	0
48347	480
48349	233
48351	155
48353	134
48355	5123
48357	64
48359	16
48361	568
48363	460
48365	144
48367	364
48369	26
48371	44
48373	362
48375	735
48377	25
48379	121
48381	497
48383	0
48385	43
48387	70
48389	93
48391	40
48393	0
48395	326
